Date,Price
2026-01-13,874.2931963321731
2026-01-14,875.1929096699962
2026-01-15,876.2905289415243
2026-01-16,875.5647065622678
2026-01-19,876.4032578648832
2026-01-20,876.8311949114175
2026-01-21,877.3988694284463
2026-01-22,879.4470987559615
2026-01-23,878.9569911160074
2026-01-26,879.5707535206143
2026-01-27,880.550877726425
2026-01-28,881.4746352829608
2026-01-29,881.881598193552
2026-01-30,882.6870864487913
2026-02-02,882.6718441077753
2026-02-03,881.4843579810051
2026-02-04,881.3515123876688
2026-02-05,882.3937853108936
2026-02-06,881.5289416789457
2026-02-09,881.7555901144488
2026-02-10,882.9237624700428
2026-02-11,882.2476800954292
2026-02-12,884.0158367129682
2026-02-13,884.0861697485083
2026-02-16,883.8343305490883
2026-02-17,884.5189481669728
2026-02-18,884.683021456689
